lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,class,ratetype,emptype
5786441000EES,005,5786,0,44,000001000,048,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,049,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,050,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,051,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,052,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,053,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,054,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,055,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,056,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,057,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,058,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,059,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,060,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,061,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,062,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,063,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,064,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,065,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,066,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,067,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,068,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,069,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,070,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,071,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,072,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,073,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,074,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,075,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,076,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,077,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,078,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,079,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,080,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,081,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,082,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,083,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,084,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,085,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,086,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,087,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,088,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,089,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,090,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,091,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,092,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,093,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,094,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,095,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,096,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,097,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,098,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000EES,005,5786,0,44,000001000,099,0000750,0000750,000,10142019,N,I,N,S,,,EE
5786441000ESS,005,5786,0,44,000001000,018,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,019,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,020,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,021,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,022,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,023,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,024,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,025,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,026,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,027,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,028,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,029,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,030,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,031,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,032,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,033,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,034,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,035,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,036,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,037,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,038,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,039,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,040,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,041,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,042,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,043,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,044,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,045,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,046,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,047,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,048,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,049,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,050,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,051,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,052,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,053,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,054,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,055,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,056,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,057,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,058,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,059,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,060,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,061,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,062,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,063,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,064,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,065,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,066,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,067,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,068,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,069,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,070,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,071,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,072,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,073,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,074,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,075,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,076,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,077,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,078,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,079,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,080,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,081,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,082,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,083,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,084,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,085,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,086,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,087,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,088,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,089,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,090,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,091,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,092,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,093,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,094,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,095,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,096,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,097,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,098,0001500,0001500,000,10142019,N,I,N,S,,,ES
5786441000ESS,005,5786,0,44,000001000,099,0001500,0001500,000,10142019,N,I,N,S,,,ES
57864410001FS,005,5786,0,44,000001000,018,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,019,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,020,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,021,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,022,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,023,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,024,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,025,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,026,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,027,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,028,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,029,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,030,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,031,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,032,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,033,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,034,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,035,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,036,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,037,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,038,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,039,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,040,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,041,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,042,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,043,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,044,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,045,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,046,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,047,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,048,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,049,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,050,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,051,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,052,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,053,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,054,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,055,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,056,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,057,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,058,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,059,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,060,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,061,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,062,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,063,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,064,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,065,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,066,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,067,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,068,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,069,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,070,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,071,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,072,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,073,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,074,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,075,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,076,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,077,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,078,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,079,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,080,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,081,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,082,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,083,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,084,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,085,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,086,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,087,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,088,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,089,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,090,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,091,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,092,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,093,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,094,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,095,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,096,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,097,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,098,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410001FS,005,5786,0,44,000001000,099,0001695,0001695,000,10142019,N,I,N,S,,,1F
57864410002FS,005,5786,0,44,000001000,018,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,019,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,020,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,021,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,022,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,023,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,024,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,025,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,026,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,027,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,028,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,029,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,030,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,031,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,032,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,033,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,034,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,035,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,036,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,037,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,038,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,039,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,040,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,041,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,042,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,043,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,044,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,045,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,046,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,047,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,048,0002655,0002655,000,10142019,N,I,N,S,,,2F
57864410002FS,005,5786,0,44,000001000,049,0002655,0002655,000,10142019,N,I,N,S,,,2F
